T,N,sigma,gamma,delta,kappa,r,threshold,mad_k,score_error_mean,score_error_std,boundary_precision_mean,boundary_precision_std,boundary_recall_mean,boundary_recall_std,boundary_f1_mean,boundary_f1_std,budget_used_mean,budget_used_std,n,metric
2000,256,1.0,0.05,0.12,0.01999999999999999,1,oracle,6.0,0.06080623813355759,0.03536731451126561,0.005177671342501754,2.0376505640209037e-05,1.0,0.0,0.01030200148528395,4.033364736234456e-05,3066.6,3.7202150475476548,5.0,recall
2000,256,1.0,0.05,0.12,0.01999999999999999,4,oracle,6.0,0.05493774998818425,0.036880892854157445,0.005257045142557631,0.00020295829457008134,0.9800000000000001,0.03999999999999999,0.010457989602482275,0.00040387090649993433,9032.8,3.059411708155671,5.0,recall
2000,256,1.0,0.05,0.12,0.01999999999999999,16,oracle,6.0,0.010312890057471746,0.00828610277016886,0.005745883329533715,2.1127330403901866e-05,1.0,0.0,0.01142611266621495,4.177348887007024e-05,32971.0,2.9664793948382653,5.0,recall
2000,256,1.0,0.05,0.2,0.1,1,oracle,6.0,0.07530078705933393,0.023890892607376615,0.005301370169585704,3.776076790824016e-05,1.0,0.0,0.010546824894617335,7.472501391086745e-05,3044.0,6.841052550594828,5.0,recall
2000,256,1.0,0.05,0.2,0.1,4,oracle,6.0,0.047708366473629735,0.03793947275286285,0.005513951171010736,0.00019619670491879493,0.9800000000000001,0.03999999999999999,0.010966196459939612,0.00039047984864387647,8989.0,7.9498427657407165,5.0,recall
2000,256,1.0,0.05,0.2,0.1,16,oracle,6.0,0.025043642626189955,0.02509590635631546,0.006238218010204093,0.00025739692422171605,0.9800000000000001,0.039999999999999994,0.012397518358776045,0.0005114914395125136,32886.4,2.65329983228432,5.0,recall
